fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint
Felipe Gutiérrez,Felipe Gutiérrez,Twente,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Rasmus Bengtsson,Rasmus Bengtsson,Twente,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Torgeir Børven,Torgeir Børven,Twente,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Dico Koppers,Dico Koppers,Twente,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Tim Breukers,Tim Breukers,Twente,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Wout Brama,Wout Brama,Twente,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Dušan Tadić,Dusan Tadic,Twente,2013,0.4118,1.0,1.0,1.0,exact_after_normalize
Bertrand Traoré,Bertrand Traoré,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Theo Janssen,Theo Janssen,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Renato Ibarra,Renato Ibarra,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Mike Havenaar,Mike Havenaar,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Francisco Júnior,Francisco Júnior,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Valeri Qazaishvili,Valeri Qazaishvili,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Frank van der Struijk,Frank van der Struijk,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Hutchinson,Sam Hutchinson,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Gaël Kakuta,Gaël Kakuta,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Marcus Pedersen,Marcus Pedersen,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Labyad,Zakaria Labyad,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Piet Velthuizen,Piet Velthuizen,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Jonathan Reis,Jonathan Reis,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Davy Pröpper,Davy Pröpper,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Giorgi Chanturia,Giorgi Chanturia,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Guram Kashia,Guram Kashia,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Jan-Arie van der Heijden,Jan-Arie van der Heijden,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Kelvin Leerdam,Kelvin Leerdam,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Patrick van Aanholt,Patrick van Aanholt,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Rochdi Achenteh,Rochdi Achenteh,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Christian Atsu,Christian Atsu,Vitesse,2013,1.0,1.0,1.0,1.0,exact_after_normalize
Marko Vejinović,Marko Vejinovic,Vitesse,2013,0.7778,1.0,1.0,1.0,exact_after_normalize
Lucas Piazon,Lucas Piazón,Vitesse,2013,0.625,1.0,1.0,1.0,exact_after_normalize
Mike van Duinen,Mike van Duinen,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Wilson Eduardo,Wilson Eduardo,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Kristensen,Thomas Kristensen,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Roland Alberg,Roland Alberg,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Dion Malone,Dion Malone,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mathias Gehrt,Mathias Gehrt,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Aaron Meijers,Aaron Meijers,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Guy Smith,Guy Smith,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell Schet,Mitchell Schet,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin Jansen,Kevin Jansen,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell de Vlugt,Mitchell de Vlugt,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Segun Owobowale,Segun Owobowale,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Martin Hansen,Martin Hansen,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Michiel Kramer,Michiel Kramer,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Timothy Derijck,Timothy Derijck,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Hector Hevel,Hector Hevel,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Robert Zwinkels,Robert Zwinkels,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Wilfried Kanon,Wilfried Kanon,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Vito Wormgoor,Vito Wormgoor,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Papito Merencia,Papito Merencia,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Tyronne Ebuehi,Tyronne Ebuehi,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Gervane Kastaneer,Gervane Kastaneer,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Oleksandr Yakovenko,Oleksandr Yakovenko,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Danny Bakker,Danny Bakker,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Xander Houtkoop,Xander Houtkoop,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Gianni Zuiverloon,Gianni Zuiverloon,ADO Den Haag,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jasper Cillessen,Jasper Cillessen,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lucas Andersen,Lucas Andersen,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Arkadiusz Milik,Arkadiusz Milik,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kenny Tete,Kenny Tete,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Diederik Boer,Diederik Boer,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lerin Duarte,Lerin Duarte,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Niklas Moisander,Niklas Moisander,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mike van der Hoorn,Mike van der Hoorn,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Thulani Serero,Thulani Serero,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ricardo van Rhijn,Ricardo van Rhijn,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Niki Zimling,Niki Zimling,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Stefano Denswil,Stefano Denswil,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ruben Ligeon,Ruben Ligeon,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolai Boilesen,Nicolai Boilesen,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Joël Veltman,Joël Veltman,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Davy Klaassen,Davy Klaassen,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lasse Schöne,Lasse Schöne,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Anwar El Ghazi,Anwar El Ghazi,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ricardo Kishna,Ricardo Kishna,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Viktor Fischer,Viktor Fischer,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Sinkgraven,Daley Sinkgraven,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Viergever,Nick Viergever,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Riechedly Bazoer,Riechedly Bazoer,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Blind,Daley Blind,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kenneth Vermeer,Kenneth Vermeer,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Queensy Menig,Queensy Menig,Ajax,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jaïro Riedewald,Jairo Riedewald,Ajax,2014,0.6842,1.0,1.0,1.0,exact_after_normalize
Richairo Živković,Richairo Zivkovic,Ajax,2014,0.5652,1.0,1.0,1.0,exact_after_normalize
Dirk Marcellis,Dirk Marcellis,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffrey Gouweleeuw,Jeffrey Gouweleeuw,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Simon Poulsen,Simon Poulsen,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Nemanja Gudelj,Nemanja Gudelj,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Celso Ortiz,Celso Ortiz,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mattias Johansson,Mattias Johansson,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Viktor Elm,Viktor Elm,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Thom Haye,Thom Haye,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sergio Rochet,Sergio Rochet,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Robert Mühren,Robert Mühren,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mikhail Rosheuvel,Mikhail Rosheuvel,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Hupperts,Guus Hupperts,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Dabney dos Santos,Dabney dos Santos,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ridgeciano Haps,Ridgeciano Haps,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Wesley Hoedt,Wesley Hoedt,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Berghuis,Steven Berghuis,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Aron Jóhannsson,Aron Jóhannsson,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Esteban Alvarado,Esteban Alvarado,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Derrick Luckassen,Derrick Luckassen,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Markus Henriksen,Markus Henriksen,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jan Wuytens,Jan Wuytens,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Djavan Anderson,Djavan Anderson,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Stijn Spierings,Stijn Spierings,AZ Alkmaar,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Muamer Tanković,Muamer Tankovic,AZ Alkmaar,2014,0.7778,1.0,1.0,1.0,exact_after_normalize
Sinan Bytyqi,Sinan Bytyqi,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Bartholomew Ogbeche,Bartholomew Ogbeche,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Dejan Meleg,Dejan Meleg,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Harm Zeinstra,Harm Zeinstra,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lucas Bijker,Lucas Bijker,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Albert Rusnák,Albert Rusnák,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sander van de Streek,Sander van de Streek,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Donovan Slijngard,Donovan Slijngard,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sebastian Steblecki,Sebastian Steblecki,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Martijn Barto,Martijn Barto,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mohamed El Makrini,Mohamed El Makrini,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Michiel Hemmen,Michiel Hemmen,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Mac-Intosch,Calvin Mac-Intosch,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mikhail Rosheuvel,Mikhail Rosheuvel,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Marlon Pereira,Marlon Pereira,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Leonard Nienhuis,Leonard Nienhuis,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mart Dijkstra,Mart Dijkstra,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Etiënne Reijnen,Etiënne Reijnen,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Bob Schepers,Bob Schepers,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Bakker,Erik Bakker,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Wout Droste,Wout Droste,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Damiano Schet,Damiano Schet,Cambuur,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Daniël de Ridder,Daniel de Ridder,Cambuur,2014,0.6842,1.0,1.0,1.0,exact_after_normalize
Elso Brito,Elso Brito,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Hutten,Lars Hutten,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Alessandro Damen,Alessandro Damen,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jurgen Mattheij,Jurgen Mattheij,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Cedric Badjeck,Cedric Badjeck,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ninos Gouriye,Ninos Gouriye,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Bas Kuipers,Bas Kuipers,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Khalid Karami,Khalid Karami,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Daan Bovenberg,Daan Bovenberg,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Adil Auassar,Adil Auassar,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jordan Botaka,Jordan Botaka,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Daryl van Mieghem,Daryl van Mieghem,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin van Diermen,Kevin van Diermen,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jeff Stans,Jeff Stans,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Rick Kruys,Rick Kruys,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sander Fischer,Sander Fischer,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Deckers,Jordy Deckers,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Gino Coutinho,Gino Coutinho,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Tom van Weert,Tom van Weert,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin Vermeulen,Kevin Vermeulen,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Luigi Bruins,Luigi Bruins,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Carlo de Reuver,Carlo de Reuver,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Toni Varela,Toni Varela,Excelsior,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Marko Maletić,Marko Maletic,Excelsior,2014,0.7143,1.0,1.0,1.0,exact_after_normalize
Colin Kazim-Richards,Colin Kazim-Richards,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lucas Woudenberg,Lucas Woudenberg,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ruud Vormer,Ruud Vormer,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Anass Achahbar,Anass Achahbar,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ruben Schaken,Ruben Schaken,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Joris Mathijsen,Joris Mathijsen,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sven van Beek,Sven van Beek,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Verdonk,Calvin Verdonk,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Erwin Mulder,Erwin Mulder,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell te Vrede,Mitchell te Vrede,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lex Immers,Lex Immers,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jean-Paul Boëtius,Jean-Paul Boëtius,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Tonny Vilhena,Tonny Vilhena,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Luke Wilkshire,Luke Wilkshire,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Miquel Nelom,Miquel Nelom,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Clasie,Jordy Clasie,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Elvis Manu,Elvis Manu,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Khalid Boulahrouz,Khalid Boulahrouz,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Rick Karsdorp,Rick Karsdorp,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jens Toornstra,Jens Toornstra,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Terence Kongolo,Terence Kongolo,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Karim El Ahmadi,Karim El Ahmadi,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kenneth Vermeer,Kenneth Vermeer,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Matthew Steenvoorden,Matthew Steenvoorden,Feyenoord,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Glynor Plet,Glynor Plet,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sjoerd Overgoor,Sjoerd Overgoor,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Giliano Wijnaldum,Giliano Wijnaldum,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jop van der Linden,Jop van der Linden,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sven Nieuwpoort,Sven Nieuwpoort,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Xandro Schenk,Xandro Schenk,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Alex Schalk,Alex Schalk,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mawouna Amevor,Mawouna Amevor,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Teije ten Den,Teije ten Den,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Fernando Lewis,Fernando Lewis,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sander Duits,Sander Duits,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffrey Rijsdijk,Jeffrey Rijsdijk,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Cummins,Erik Cummins,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Nick de Bondt,Nick de Bondt,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jules Reimerink,Jules Reimerink,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Lambooij,Lars Lambooij,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Marnix Kolder,Marnix Kolder,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Lesly de Sa,Lesly de Sa,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Peter van Ooijen,Peter van Ooijen,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Vriends,Bart Vriends,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Wesley Verhoek,Wesley Verhoek,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mickey van der Hart,Mickey van der Hart,Go Ahead Eagles,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Deniz Turuc,Deniz Türüç,Go Ahead Eagles,2014,0.4118,1.0,1.0,1.0,exact_after_normalize
Gill Swerts,Gill Swerts,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Brandon Robinson,Brandon Robinson,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mounir El Allouchi,Mounir El Allouchi,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jesse van Bezooijen,Jesse van Bezooijen,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Stipe Perica,Stipe Perica,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Joeri de Kamps,Joeri de Kamps,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Guyon Fernandez,Guyon Fernandez,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Hakim Borahsasar,Hakim Borahsasar,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Felitciano Zschusschen,Felitciano Zschusschen,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Isak Ssewankambo,Isak Ssewankambo,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kingsley Boateng,Kingsley Boateng,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Menno Koch,Menno Koch,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Falkenburg,Erik Falkenburg,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Elson Hooi,Elson Hooi,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Joey Suk,Joey Suk,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Sepp De Roover,Sepp De Roover,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Demy de Zeeuw,Demy de Zeeuw,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Kenny van der Weg,Kenny van der Weg,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Ruben Ligeon,Ruben Ligeon,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Divine Naah,Divine Naah,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Adnane Tighadouini,Adnane Tighadouini,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Dirk Marcellis,Dirk Marcellis,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Henrico Drost,Henrico Drost,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffrey Sarpong,Jeffrey Sarpong,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jelle ten Rouwelaar,Jelle ten Rouwelaar,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Seuntjens,Mats Seuntjens,NAC Breda,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Aleksandar Damčevski,Aleksandar Damcevski,NAC Breda,2014,0.75,1.0,1.0,1.0,exact_after_normalize
Miloš Zukanović,Milos Zukanovic,NAC Breda,2014,0.6,1.0,1.0,1.0,exact_after_normalize
Uroš Matić,Uros Matic,NAC Breda,2014,0.4667,1.0,1.0,1.0,exact_after_normalize
Stijn Schaars,Stijn Schaars,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jetro Willems,Jetro Willems,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Bergwijn,Steven Bergwijn,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Remko Pasveer,Remko Pasveer,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Zoet,Jeroen Zoet,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jürgen Locadia,Jürgen Locadia,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Rai Vloet,Rai Vloet,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Marcel Ritzmaier,Marcel Ritzmaier,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Joshua Brenet,Joshua Brenet,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Florian Jozefzoon,Florian Jozefzoon,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Santiago Arias,Santiago Arias,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Andrés Guardado,Andrés Guardado,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Abel Tamata,Abel Tamata,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Adam Maher,Adam Maher,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Karim Rekik,Karim Rekik,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Luciano Narsingh,Luciano Narsingh,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolas Isimat-Mirin,Nicolas Isimat-Mirin,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffrey Bruma,Jeffrey Bruma,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Luuk de Jong,Luuk de Jong,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Jorrit Hendrix,Jorrit Hendrix,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Georginio Wijnaldum,Georginio Wijnaldum,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Oscar Hiljemark,Oscar Hiljemark,PSV,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Aleksandar Boljević,Aleksandar Boljevic,PSV,2014,0.8182,1.0,1.0,1.0,exact_after_normalize
Hakim Ziyech,Hakim Ziyech,Twente,2014,1.0,1.0,1.0,1.0,exact_after_normalize
Shadrach Eghan,Shadrach Eghan,Twente,2014,1.0,1.0,1.0,1.0,exact_after_normalize
