fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint
Michael Woud,Michael Woud,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Justin Ogenia,Justin Ogenia,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Timon Wellenreuther,Timon Wellenreuther,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Köhlert,Mats Köhlert,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Freek Heerkens,Freek Heerkens,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Pol Llonch,Pol Llonch,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Vangelis Pavlidis,Vangelis Pavlidis,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Mike Trésor,Mike Trésor,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Sebastian Holmén,Sebastian Holmén,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Nieuwkoop,Bart Nieuwkoop,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Jordens Peters,Jordens Peters,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Damil Dankerlui,Damil Dankerlui,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Ché Nunnely,Ché Nunnely,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Elton Kabangu,Elton Kabangu,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
James McGarry,James McGarry,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Paul Gladon,Paul Gladon,Willem II,2019,1.0,1.0,1.0,1.0,exact_after_normalize
Görkem Sağlam,Görkem Saglam,Willem II,2019,0.6471,1.0,1.0,1.0,exact_after_normalize
Martin Fraisl,Martin Fraisl,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Gianni Zuiverloon,Gianni Zuiverloon,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Boy Kemper,Boy Kemper,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Abdenasser El Khayati,Abdenasser El Khayati,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jamal Amofa,Jamal Amofa,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Vicente Besuijen,Vicente Besuijen,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tomislav Gomelt,Tomislav Gomelt,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bobby Adekanye,Bobby Adekanye,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ricardo Kishna,Ricardo Kishna,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bilal Ould-Chikh,Bilal Ould-Chikh,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Andrei Ratiu,Andrei Ratiu,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ravel Morrison,Ravel Morrison,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Xander Severina,Xander Severina,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Samy Bourard,Samy Bourard,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Milan van Ewijk,Milan van Ewijk,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Cain Seedorf,Cain Seedorf,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Daryl Janmaat,Daryl Janmaat,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Peet Bijen,Peet Bijen,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lassana Faye,Lassana Faye,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Luuk Koopmans,Luuk Koopmans,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Youness Mokhtar,Youness Mokhtar,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
John Goossens,John Goossens,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dario Del Fabro,Dario Del Fabro,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
David Philipp,David Philipp,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Kees De Boer,Kees de Boer,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jonathan Mulder,Jonathan Mulder,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ilay Elmkies,Ilay Elmkies,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Michiel Kramer,Michiel Kramer,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dante Rigo,Dante Rigo,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Shaquille Pinas,Shaquille Pinas,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jonas Arweiler,Jonas Arweiler,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Silvinho Esajas,Silvinho Esajas,ADO Den Haag,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Marko Vejinović,Marko Vejinovic,ADO Den Haag,2020,0.7778,1.0,1.0,1.0,exact_after_normalize
Amar Ćatić,Amar Catic,ADO Den Haag,2020,0.375,1.0,1.0,1.0,exact_after_normalize
Kjell Scherpen,Kjell Scherpen,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Victor Jensen,Victor Jensen,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sean Klaiber,Sean Klaiber,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Kenneth Taylor,Kenneth Taylor,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jurgen Ekkelenkamp,Jurgen Ekkelenkamp,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
André Onana,André Onana,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Quincy Promes,Quincy Promes,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lisandro Martínez,Lisandro Martínez,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Noussair Mazraoui,Noussair Mazraoui,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Antony,Antony,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mohammed Kudus,Mohammed Kudus,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Perr Schuurs,Perr Schuurs,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolás Tagliafico,Nicolás Tagliafico,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Devyne Rensch,Devyne Rensch,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Maarten Stekelenburg,Maarten Stekelenburg,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Labyad,Zakaria Labyad,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Brian Brobbey,Brian Brobbey,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Blind,Daley Blind,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sergiño Dest,Sergiño Dest,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Noa Lang,Noa Lang,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
David Neres,David Neres,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Davy Klaassen,Davy Klaassen,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sébastien Haller,Sébastien Haller,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Oussama Idrissi,Oussama Idrissi,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Edson Álvarez,Edson Álvarez,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jurriën Timber,Jurriën Timber,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Gravenberch,Ryan Gravenberch,Ajax,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dušan Tadić,Dusan Tadic,Ajax,2020,0.4118,1.0,1.0,1.0,exact_after_normalize
Kenzo Goudmijn,Kenzo Goudmijn,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ferdy Druijf,Ferdy Druijf,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Aboukhlal,Zakaria Aboukhlal,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jelle Duin,Jelle Duin,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jonas Svensson,Jonas Svensson,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Hobie Verhulst,Hobie Verhulst,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Myron Boadu,Myron Boadu,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Teun Koopmeiners,Teun Koopmeiners,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jorn Berkhout,Jorn Berkhout,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Stengs,Calvin Stengs,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bruno Martins Indi,Bruno Martins Indi,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Owen Wijndal,Owen Wijndal,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Håkon Evjen,Håkon Evjen,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ramon Leeuwin,Ramon Leeuwin,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Clasie,Jordy Clasie,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Marco Bizot,Marco Bizot,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tijjani Reijnders,Tijjani Reijnders,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Timo Letschert,Timo Letschert,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Yukinari Sugawara,Yukinari Sugawara,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dani de Wit,Dani de Wit,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jesper Karlsson,Jesper Karlsson,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Pantelis Hatzidiakos,Pantelis Hatzidiakos,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Midtsjø,Fredrik Midtsjø,AZ Alkmaar,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Marouan Azarkan,Marouan Azarkan,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Luciano Narsingh,Luciano Narsingh,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lucas Pratto,Lucas Pratto,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Wouter Burger,Wouter Burger,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Luis Sinisterra,Luis Sinisterra,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jens Toornstra,Jens Toornstra,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Orkun Kökçü,Orkun Kökçü,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Wehrmann,Jordy Wehrmann,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
George Johnston,George Johnston,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Christian Conteh,Christian Conteh,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Naoufal Bannis,Naoufal Bannis,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Berghuis,Steven Berghuis,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lutsharel Geertruida,Lutsharel Geertruida,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tyrell Malacia,Tyrell Malacia,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Leroy Fer,Leroy Fer,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolai Jørgensen,Nicolai Jørgensen,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mark Diemers,Mark Diemers,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Justin Bijlow,Justin Bijlow,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bryan Linssen,Bryan Linssen,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Achraf El Bouchataoui,Achraf El Bouchataoui,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Marcos Senesi,Marcos Senesi,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Marsman,Nick Marsman,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ridgeciano Haps,Ridgeciano Haps,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Nieuwkoop,Bart Nieuwkoop,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dylan Vente,Dylan Vente,Feyenoord,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Róbert Boženík,Róbert Bozeník,Feyenoord,2020,0.6667,1.0,1.0,1.0,exact_after_normalize
Uroš Spajić,Uros Spajic,Feyenoord,2020,0.5,1.0,1.0,1.0,exact_after_normalize
Nassim El Ablak,Nassim El Ablak,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bassala Sambou,Bassala Sambou,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Leroy George,Leroy George,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Emil Hansson,Emil Hansson,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ben Rienstra,Ben Rienstra,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Seuntjens,Mats Seuntjens,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tesfaldet Tekie,Tesfaldet Tekie,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
George Cox,George Cox,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Djibril Dianessy,Djibril Dianessy,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Piet Velthuizen,Piet Velthuizen,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Yanick van Osch,Yanick van Osch,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Roel Janssen,Roel Janssen,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jorrit Smeets,Jorrit Smeets,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sebastian Polter,Sebastian Polter,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Zian Flemming,Zian Flemming,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lisandro Semedo,Lisandro Semedo,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dimitris Emmanouilidis,Dimitris Emmanouilidis,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Martin Angha,Martin Angha,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mickaël Tirpan,Mickaël Tirpan,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Dario Van den Buijs,Dario Van den Buijs,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thibaud Verlinden,Thibaud Verlinden,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Samuel Moutoussamy,Samuel Moutoussamy,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Clint Essers,Clint Essers,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Arian Kastrati,Arian Kastrati,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mike van Beijnen,Mike van Beijnen,Fortuna Sittard,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Branislav Niňaj,Branislav Ninaj,Fortuna Sittard,2020,0.6842,1.0,1.0,1.0,exact_after_normalize
Gregoire Amiot,Grégoire Amiot,Fortuna Sittard,2020,0.6667,1.0,1.0,1.0,exact_after_normalize
Alexei Koșelev,Alexei Koselev,Fortuna Sittard,2020,0.6667,1.0,1.0,1.0,exact_after_normalize
Mathias Kjølø,Mathias Kjølø,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Shurandy Sambo,Shurandy Sambo,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Unnerstall,Lars Unnerstall,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Philipp Max,Philipp Max,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Denzel Dumfries,Denzel Dumfries,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Michal Sadílek,Michal Sadílek,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jeremy Antonisse,Jeremy Antonisse,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Maximiliano Romero,Maximiliano Romero,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Bruma,Bruma,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Lammers,Sam Lammers,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jorrit Hendrix,Jorrit Hendrix,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Joël Piroe,Joël Piroe,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Armando Obispo,Armando Obispo,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Timo Baumgartl,Timo Baumgartl,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ismael Saibari,Ismael Saibari,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Thomas,Ryan Thomas,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Adrian Fein,Adrian Fein,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Yorbe Vertessen,Yorbe Vertessen,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Marco van Ginkel,Marco van Ginkel,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Viergever,Nick Viergever,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mario Götze,Mario Götze,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Eran Zahavi,Eran Zahavi,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mauro Júnior,Mauro Júnior,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Yvon Mvogo,Yvon Mvogo,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Donyell Malen,Donyell Malen,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Noni Madueke,Noni Madueke,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Cody Gakpo,Cody Gakpo,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jordan Teze,Jordan Teze,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ibrahim Sangaré,Ibrahim Sangaré,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Olivier Boscagli,Olivier Boscagli,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Pablo Rosario,Pablo Rosario,PSV,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Oppegard,Fredrik Oppegård,PSV,2020,0.7,1.0,1.0,1.0,exact_after_normalize
Erick Gutiérrez,Érick Gutiérrez,PSV,2020,0.6842,1.0,1.0,1.0,exact_after_normalize
Morad El Haddouti,Morad El Haddouti,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sebbe Augustijns,Sebbe Augustijns,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Juriën Gaari,Juriën Gaari,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Saïd Bakari,Saïd Bakari,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Nieuwpoort,Lars Nieuwpoort,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Finn Stokkers,Finn Stokkers,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
James Efmorfidis,James Efmorfidis,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Paul Quasten,Paul Quasten,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
David Min,David Min,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ayman Azhil,Ayman Azhil,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Luuk Wouters,Luuk Wouters,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Hans Mulder,Hans Mulder,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Anas Tahiri,Anas Tahiri,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Cyril Ngonge,Cyril Ngonge,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Melle Meulensteen,Melle Meulensteen,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Kostas Lamprou,Kostas Lamprou,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Vurnon Anita,Vurnon Anita,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Richard van der Venne,Richard van der Venne,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thijs Oosting,Thijs Oosting,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ahmed Touba,Ahmed Touba,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lennerd Daneels,Lennerd Daneels,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ola John,Ola John,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Shawn Adewoye,Shawn Adewoye,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sylla Sow,Sylla Sow,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thierry Lutonda,Thierry Lutonda,RKC Waalwijk,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Vitalie Damașcan,Vitalie Damascan,RKC Waalwijk,2020,0.7,1.0,1.0,1.0,exact_after_normalize
Casper Staring,Casper Staring,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ramiz Zerrouki,Ramiz Zerrouki,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Max Bruns,Max Bruns,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Kik Pierie,Kik Pierie,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jesse Bosch,Jesse Bosch,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Luciano Narsingh,Luciano Narsingh,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mees Hilgers,Mees Hilgers,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Xandro Schenk,Xandro Schenk,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tyronne Ebuehi,Tyronne Ebuehi,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Julio Pleguezuelo,Julio Pleguezuelo,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lindon Selahi,Lindon Selahi,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Alexander Jeremejeff,Alexander Jeremejeff,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Danilo,Danilo,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Queensy Menig,Queensy Menig,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Daan Rots,Daan Rots,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Gijs Smal,Gijs Smal,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Wout Brama,Wout Brama,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lazaros Lamprou,Lazaros Lamprou,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thijs van Leeuwen,Thijs van Leeuwen,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Godfried Roemeratoe,Godfried Roemeratoe,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jayden Oosterwolde,Jayden Oosterwolde,Twente,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Joel Drommel,Joël Drommel,Twente,2020,0.6667,1.0,1.0,1.0,exact_after_normalize
Luka Ilić,Luka Ilic,Twente,2020,0.6667,1.0,1.0,1.0,exact_after_normalize
Halil Dervişoğlu,Halil Dervisoglu,Twente,2020,0.5455,1.0,1.0,1.0,exact_after_normalize
Václav Černý,Václav Cerny,Twente,2020,0.4444,1.0,1.0,1.0,exact_after_normalize
Enzo Cornelisse,Enzo Cornelisse,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Idrissa Touré,Idrissa Touré,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Buitink,Thomas Buitink,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Maximilian Wittek,Maximilian Wittek,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Danilho Doekhi,Danilho Doekhi,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jacob Rasmussen,Jacob Rasmussen,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Eli Dasa,Eli Dasa,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Million Manhoef,Million Manhoef,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Riechedly Bazoer,Riechedly Bazoer,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Noah Ohio,Noah Ohio,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Remko Pasveer,Remko Pasveer,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sondre Tronstad,Sondre Tronstad,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Patrick Vroegh,Patrick Vroegh,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Oussama Darfalou,Oussama Darfalou,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Hilary Gong,Hilary Gong,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Bruns,Thomas Bruns,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Houwen,Jeroen Houwen,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Daan Huisman,Daan Huisman,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
